hhid,round,comment,lossevent,s6q20a,s6q20b,s6q21,s6q22,s6q22b,s6q23,s6q24,s6q24a,s6q25
5051,3,0,1,2010,10, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5051,3,0,2,2011,4, Goat/Sheep,-97,sold,Satellite camp,3,,3
5051,5,0,2,2013,8, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5051,5,0,1,2013,7, Goat/Sheep, Disease,,Satellite camp,1,,1
5051,7,,1,2019,2, Sheep,Just lost,,,4,2,
5051,7,,2,2020,7, Sheep, Rain,,,4,2,
5051,7,,1,2019,1,Camel, Disease,,,2,2,
5051,7,,2,2020,4,Goat,Just lost,,,9,3,
5051,7,,3,2020,11,Goat,Predation,,,9,3,
5051,7,,1,2019,2,Goat,Accident/Poisoned,,,9,3,
5051,7,,2,2020,10,Camel, Disease,,,2,2,
5052,1,,2,2008,12, Goat/Sheep, Disease,,Satellite camp,3,,2
5052,1,,6,2009,8, Goat/Sheep,Predation,,Satellite camp,7,,3
5052,1,,3,2009,3, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
5052,1,,4,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,1
5052,1,,1,2008,11, Goat/Sheep,Predation,,Satellite camp,2,,1
5052,1,,5,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,4
5052,2,,1,2010,1, Goat/Sheep,Starvation/Drought,,Base camp,3,,2
5052,2,,3,2010,3, Goat/Sheep, Disease,,Satellite camp,3,,1
5052,2,,4,2010,4, Goat/Sheep, Disease,,Satellite camp,2,,1
5052,2,,2,2010,2, Goat/Sheep,Starvation/Drought,,Base camp,2,,1
5052,3,0,1,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5052,4,0,2,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
5052,4,0,1,2012,8, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
5052,5,0,2,2013,7, Goat/Sheep, Disease,,Satellite camp,2,,2
5052,5,0,1,2012,12, Goat/Sheep,Predation,,Satellite camp,1,,1
5052,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,7
5052,6,0,3,2015,8, Goat/Sheep, Disease,,Satellite camp,9,,4
5052,6,0,2,2015,1,Camel, Disease,,Satellite camp,1,,0
5052,7,,1,2020,6,Camel, Disease,,,2,1,
5052,7,,1,2020,4,Goat,Predation,,,5,2,
5052,7,,2,2020,10,Goat, Disease,,,5,2,
5053,2,,4,2010,3, Goat/Sheep,Predation,,Satellite camp,3,,2
5053,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
5053,2,,3,2010,2, Goat/Sheep, Disease,,Satellite camp,2,,1
5053,2,,2,2010,1, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
5053,3,0,1,2011,5,Camel,Starvation/Drought,,Satellite camp,2,,0
5053,3,0,2,2011,3, Goat/Sheep,Starvation/Drought,,Satellite camp,43,,20
5053,4,0,1,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5053,4,0,2,2012,7, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,8,,4
5053,5,0,2,2013,2, Goat/Sheep, Disease,,Satellite camp,7,,2
5053,5,0,1,2012,12, Goat/Sheep,Predation,,Satellite camp,2,,2
5053,6,0,2,2015,3, Goat/Sheep, Rain,,Satellite camp,177,,160
5053,6,0,1,2014,12,Camel, Disease,,Satellite camp,2,,2
5053,7,,3,2020,12,Goat,Just lost,,,14,3,
5053,7,,1,2019,2,Goat, Disease,,,14,3,
5053,7,,2,2020,8,Goat,Accident/Poisoned,,,14,3,
5053,7,,1,2019,3, Sheep, Disease,,,11,2,
5053,7,,2,2020,8, Sheep, Disease,,,11,2,
5054,1,,1,2008,12, Goat/Sheep,Predation,,Base camp,1,,1
5054,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
5054,1,,2,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,2,,1
5054,2,,2,2010,1, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
5054,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,3,,2
5054,2,,3,2010,2, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
5054,3,0,1,2011,2, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
5054,6,0,1,2015,9,Camel,Starvation/Drought,,Satellite camp,1,,0
5055,1,,3,2009,9, Goat/Sheep, Disease,,Satellite camp,2,,1
5055,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
5055,1,,1,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,7
5055,2,,3,2009,12, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5055,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5055,2,,4,2010,1, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
5055,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5055,2,,5,2010,2, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
5055,4,0,2,2012,6, Goat/Sheep,Just lost,,Base camp,5,,2
5055,4,0,1,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,5
5055,5,0,2,2012,12, Goat/Sheep, Disease,,Satellite camp,10,,5
5055,5,0,3,2013,5, Goat/Sheep,Predation,,Satellite camp,6,,3
5055,5,0,1,2013,3,Cattle, Disease,,Satellite camp,1,,1
5055,6,0,1,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,7
5055,7,,1,2020,5,Goat, Disease,,,10,3,
5055,7,,3,2020,12,Goat, Disease,,,10,3,
5055,7,,2,2020,8,Goat,Predation,,,10,3,
5056,1,,2,2009,7,Camel, Disease,,Satellite camp,3,,1
5056,1,,1,2009,6,Camel,Starvation/Drought,,Satellite camp,4,,3
5056,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5056,2,,2,2010,2, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5056,3,0,1,2011,4, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,10
5056,4,0,1,2012,5, Goat/Sheep, Disease,,Satellite camp,1,,1
5056,5,0,1,2013,9, Goat/Sheep, Disease,,Base camp,1,,0
5057,1,,1,2008,5, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5057,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,8
5057,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,6
5057,2,,1,2010,2, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5057,3,0,2,2010,11, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,9
5057,3,0,1,2011,2,Camel, Disease,,Satellite camp,2,,2
5057,4,0,4,2012,3,Camel, Disease,,Satellite camp,2,,2
5057,4,0,2,2011,11, Goat/Sheep,Accident/Poisoned,,Satellite camp,2,,2
5057,4,0,3,2012,2,Camel, Disease,,Satellite camp,2,,2
5057,4,0,5,2012,5,Camel, Disease,,Satellite camp,1,,1
5057,5,0,1,2013,1,Camel, Disease,,Satellite camp,1,,0
5057,5,0,2,2013,2, Goat/Sheep, Disease,,Satellite camp,9,,8
5057,5,0,3,2013,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,0
5057,6,0,2,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,0
5057,6,0,4,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3
5057,6,0,3,2015,3, Goat/Sheep,Just lost,,Satellite camp,5,,1
5057,6,0,1,2014,10, Goat/Sheep,Starvation/Drought,,Satellite camp,21,,7
5057,7,,3,2020,11,Goat,Accident/Poisoned,,,4,3,
5057,7,,2,2020,9,Goat,Just lost,,,4,3,
5057,7,,1,2019,2,Goat, Disease,,,4,3,
5058,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,5
5058,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,6
5058,1,,1,2009,4,Camel,Just lost,,Satellite camp,1,,1
5058,1,,2,2009,7,Camel, Disease,,Base camp,6,,1
5061,1,,1,2009,9,Camel, Disease,,Base camp,1,,1
5061,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
5061,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,5
5061,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,4,,1
5061,2,,3,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,3
5061,3,0,1,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5061,4,0,1,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5061,4,0,2,2012,4, Goat/Sheep, Disease,,Satellite camp,3,,3
5061,4,0,3,2012,6,Cattle, Disease,,Satellite camp,1,,1
5061,5,0,1,2013,1,Cattle, Disease,,Satellite camp,1,,1
5061,5,0,2,2013,2, Goat/Sheep, Disease,,Satellite camp,4,,0
5061,5,0,3,2013,5, Goat/Sheep, Disease,,Satellite camp,4,,4
5061,6,0,1,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
5061,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5
5061,7,,1,2020,7,Goat, Rain,,,3,1,
5066,1,,1,2009,7,Camel, Disease,,Satellite camp,2,,1
5066,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,4
5066,2,,4,2010,2, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
5066,2,,2,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
5066,2,,3,2010,1, Goat/Sheep,Starvation/Drought,,Base camp,2,,1
5066,2,,5,2010,5, Goat/Sheep, Disease,,Satellite camp,1,,1
5066,2,,1,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
5066,3,0,1,2011,3, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,7
5066,4,0,1,2011,10, Goat/Sheep, Rain,,Satellite camp,6,,3
5066,7,,1,2020,12,Goat,Predation,,,3,1,
5066,7,,1,2020,5, Sheep, Disease,,,2,1,
5067,2,,4,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,3
5067,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,4,,3
5067,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,6
5067,2,,3,2009,11,Camel, Disease,,Satellite camp,2,,1
5067,6,0,2,2015,2, Goat/Sheep, Disease,,Satellite camp,5,,0
5067,6,0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,8
5067,7,,1,2020,12,Goat, Disease,,,6,1,
5068,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,1
5068,1,,1,2009,8,Camel,Starvation/Drought,,Satellite camp,1,,1
5068,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,1,,1
5068,2,,3,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5068,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,2
5068,3,0,1,2010,11,Camel,Just lost,,Satellite camp,1,,1
5068,3,0,2,2011,6,Cattle,Starvation/Drought,,Base camp,1,,1
5068,4,0,3,2012,1, Goat/Sheep,Starvation/Drought,,Base camp,6,,2
5068,4,0,1,2012,1,Cattle,Starvation/Drought,,Base camp,1,,1
5068,4,0,2,2012,1,Cattle,Starvation/Drought,,Satellite camp,1,,1
5068,4,0,4,2012,3, Goat/Sheep, Rain,,Satellite camp,6,,2
5068,4,0,5,2012,6, Goat/Sheep, Disease,,Base camp,2,,2
5068,7,,1,2020,11,Camel, Disease,,,1,1,
5069,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,3
5069,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
5069,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,1
5069,2,,3,2010,1, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5069,2,,7,2010,8, Goat/Sheep,Predation,,Satellite camp,1,,1
5069,2,,5,2010,4, Goat/Sheep, Disease,,Satellite camp,1,,0
5069,2,,2,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
5069,2,,6,2010,6, Goat/Sheep, Disease,,Satellite camp,1,,0
5069,2,,1,2009,11, Goat/Sheep,Starvation/Drought,,Base camp,3,,2
5069,2,,4,2010,2, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5069,7,,2,2020,11,Goat,Predation,,,3,2,
5069,7,,1,2020,8,Goat, Rain,,,3,2,
5069,7,,1,2020,12, Sheep,Just lost,,,2,1,
5070,3,0,2,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
5070,3,0,1,2011,1,Camel,Just lost,,Satellite camp,1,,1
5070,4,0,1,2012,2, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
5070,5,0,3,2013,8, Goat/Sheep, Disease,,Satellite camp,2,,1
5070,5,0,1,2012,12,Camel, Disease,,Satellite camp,2,,1
5070,5,0,2,2013,2, Goat/Sheep, Disease,,Satellite camp,1,,1
5070,6,0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,3
5070,6,0,2,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
5070,7,,2,2020,7,Camel,Just lost,,,2,2,
5070,7,,1,2020,4,Camel,Predation,,,2,2,
5070,7,,1,2019,1,Goat,Just lost,,,9,3,
5070,7,,2,2020,7,Goat, Rain,,,9,3,
5070,7,,3,2020,12,Goat,Predation,,,9,3,
5071,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,7
5071,1,,1,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,8
5072,1,,1,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
5072,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5
5072,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,2,,1
5072,2,,3,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
5072,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,4
5072,3,0,1,2011,4,Camel, Disease,,Satellite camp,1,,1
5072,3,0,2,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,7
5072,4,0,1,2011,12, Goat/Sheep, Disease,,Satellite camp,3,,2
5072,5,0,4,2013,3, Goat/Sheep,Just lost,,Satellite camp,2,,1
5072,5,0,2,2013,9,Camel, Disease,,Satellite camp,1,,1
5072,5,0,1,2013,9,Camel,Predation,,Satellite camp,1,,1
5072,5,0,3,2013,5,Camel, Disease,,Base camp,1,,1
5072,7,,2,2020,8,Goat, Disease,,,3,3,
5072,7,,1,2020,5,Goat, Disease,,,3,3,
5072,7,,3,2020,10,Goat, Disease,,,3,3,
5073,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5073,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
5073,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5073,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
5073,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
5073,3,0,1,2011,7,Camel,Starvation/Drought,,Satellite camp,2,,2
5073,3,0,3,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,28,,20
5073,3,0,2,2011,5,Cattle,Starvation/Drought,,Satellite camp,7,,6
5073,4,0,2,2011,10, Goat/Sheep, Rain,,Satellite camp,24,,12
5073,4,0,3,2011,10, Goat/Sheep, Rain,,Satellite camp,27,,13
5073,4,0,1,2011,10,Cattle, Rain,,Satellite camp,3,,0
5073,5,0,1,2013,4,Cattle,Predation,,Satellite camp,1,,1
5073,5,0,2,2012,12, Goat/Sheep, Disease,,Satellite camp,1,,1
5073,6,0,2,2015,1,Cattle,Starvation/Drought,,Satellite camp,1,,1
5073,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5073,6,0,3,2015,8,Camel, Disease,,Satellite camp,1,,1
5073,7,,1,2020,11,Goat,Predation,,,1,1,
5075,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,3,,1
5075,2,,3,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
5075,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
5075,3,0,3,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
5075,3,0,1,2011,6,Camel,Accident/Poisoned,,Satellite camp,1,,1
5075,3,0,2,2011,9,Camel,Starvation/Drought,,Satellite camp,1,,1
5075,4,0,2,2011,12, Goat/Sheep, Disease,,Base camp,1,,1
5075,4,0,1,2012,3,Camel,Starvation/Drought,,Satellite camp,1,,1
5075,5,0,2,2013,8, Goat/Sheep, Disease,,Satellite camp,1,,1
5075,5,0,3,2013,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
5075,5,0,1,2013,6, Goat/Sheep,Predation,,Satellite camp,1,,1
5075,6,0,1,2015,4, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5075,7,,1,2020,12,Goat,Just lost,,,7,1,
5075,7,,1,2020,11, Sheep,Predation,,,3,1,
5075,7,,1,2020,8,Camel, Disease,,,2,1,
5076,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,12
5076,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,7
5077,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,21,,10
5077,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,3
5077,3,0,1,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,2
5077,4,0,1,2012,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5077,5,0,1,2013,6, Goat/Sheep, Disease,,Satellite camp,2,,2
5082,2,,2,2010,1, Goat/Sheep, Rain,,Satellite camp,3,,1
5082,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
5083,6,0,2,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,5
5083,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,8
5084,3,0,1,2011,7,Camel,Starvation/Drought,,Base camp,1,,1
5084,3,0,2,2011,8,Camel,-97,sold,Base camp,1,,1
5084,3,0,3,2011,6, Goat/Sheep,-97,sold,Satellite camp,3,,3
5084,3,0,4,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5084,5,0,1,2013,1, Goat/Sheep,Just lost,,Satellite camp,2,,2
5084,6,0,2,2015,2, Goat/Sheep,Starvation/Drought,,Base camp,8,,0
5084,6,0,4,2015,8, Goat/Sheep, Disease,,Satellite camp,4,,1
5084,6,0,3,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,13
5084,6,0,1,2014,12, Goat/Sheep,Starvation/Drought,,Satellite camp,25,,5
5084,7,,1,2020,5,Goat,Just lost,,,3,3,
5084,7,,1,2020,7,Camel,Accident/Poisoned,,,1,1,
5084,7,,3,2020,12,Goat, Disease,,,3,3,
5084,7,,2,2020,8,Goat,Predation,,,3,3,
5086,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,2
5086,3,0,1,2010,10,Camel, Disease,,Satellite camp,1,,1
5086,3,0,2,2011,5, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
5086,3,0,3,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
5086,5,0,1,2013,9, Goat/Sheep,Predation,,Satellite camp,8,,5
5086,6,0,3,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3
5086,6,0,1,2014,11, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,2
5086,6,0,2,2015,4, Goat/Sheep, Disease,,Satellite camp,2,,0
5086,7,,1,2020,8,Camel, Disease,,,2,1,
5088,3,0,1,2011,6,Camel,Starvation/Drought,,Satellite camp,2,,0
5088,3,0,2,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,0
5088,4,0,2,2012,6, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
5088,4,0,1,2012,2, Goat/Sheep, Disease,,Satellite camp,3,,3
5088,6,0,2,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,10,,5
5088,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,4
5088,6,0,1,2015,9,Camel,Starvation/Drought,,Base camp,2,,1
5088,7,,1,2020,12, Sheep,Just lost,,,2,1,
5088,7,,2,2020,5,Goat, Disease,,,3,2,
5088,7,,1,2020,11,Goat,Predation,,,3,2,
5089,2,,5,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,1
5089,2,,1,2009,12, Goat/Sheep, Rain,,Satellite camp,50,,20
5089,2,,3,2010,5, Goat/Sheep, Disease,,Satellite camp,15,,0
5089,2,,4,2010,6, Goat/Sheep,Premature birth,,Satellite camp,10,,6
5089,2,,2,2010,3, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,4
5089,3,0,2,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,22,,12
5089,3,0,1,2010,12,Cattle, Disease,,Satellite camp,1,,1
5089,4,0,2,2011,10, Goat/Sheep, Rain,,Base camp,33,,10
5089,4,0,1,2012,3,Camel,Predation,,Base camp,1,,1
5089,5,0,1,2013,8, Goat/Sheep, Disease,,Satellite camp,2,,2
5089,7,,1,2020,5,Goat,Raiding/Rustling/Conflict,,,3,1,
5092,6,0,1,2014,10, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5093,3,0,3,2011,1,Cattle,Starvation/Drought,,Satellite camp,11,,4
5093,3,0,6,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,35,,20
5093,3,0,1,2010,12,Camel,Starvation/Drought,,Satellite camp,8,,3
5093,3,0,2,2011,7,Camel,Starvation/Drought,,Satellite camp,7,,5
5093,3,0,5,2011,5, Goat/Sheep, Rain,,Satellite camp,60,,45
5093,3,0,7,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,21,,10
5093,3,0,4,2011,7,Cattle,Starvation/Drought,,Satellite camp,40,,27
5093,4,0,1,2011,10, Goat/Sheep, Rain,,Satellite camp,4,,3
5093,5,0,1,2013,6,Camel, Disease,,Base camp,1,,1
5093,5,0,2,2013,5, Goat/Sheep, Disease,,Base camp,1,,1
5093,6,0,1,2015,7,Camel,Starvation/Drought,,Base camp,1,,1
5093,6,0,2,2015,2, Goat/Sheep, Disease,,Base camp,3,,0
5093,7,,1,2020,4,Goat, Disease,,,3,1,
5094,4,0,2,2012,2, Goat/Sheep, Disease,,Satellite camp,3,,3
5094,4,0,1,2011,10,Camel, Disease,,Satellite camp,2,,2
5094,4,0,3,2012,7, Goat/Sheep,Just lost,,Satellite camp,2,,1
5094,4,0,4,2012,8, Goat/Sheep, Disease,,Satellite camp,4,,4
5095,6,0,3,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,23,,18
5095,6,0,1,2015,2,Cattle,Starvation/Drought,,Satellite camp,3,,3
5095,6,0,4,2015,6, Goat/Sheep,Premature birth,,Satellite camp,10,,0
5095,6,0,5,2015,8, Goat/Sheep,Predation,,Satellite camp,4,,4
5095,6,0,2,2015,3,Cattle, Disease,,Satellite camp,2,,2
5096,4,0,2,2012,7,Cattle,Predation,,Satellite camp,1,,0
5096,4,0,3,2011,12, Goat/Sheep,Accident/Poisoned,,Base camp,3,,3
5096,4,0,1,2012,9,Camel,Accident/Poisoned,,Satellite camp,1,,1
5096,5,0,2,2013,4,Cattle, Disease,,Base camp,2,,1
5096,5,0,1,2013,3,Camel, Disease,,Base camp,2,,2
5096,7,,1,2019,2,Camel,Premature birth,,,2,1,
5103,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,1
5103,6,0,2,2015,6, Goat/Sheep,Starvation/Drought,,Base camp,6,,2
5103,6,0,1,2015,4, Goat/Sheep, Disease,,Base camp,5,,0
5104,6,0,1,2015,5, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5104,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
6001,1,,1,2008,10, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,75,,75
6001,1,,2,2008,12, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,5
6001,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,25,,7
6001,3,0,1,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
6001,4,0,1,2012,5, Goat/Sheep, Disease,,Base camp,7,,5
6001,5,0,2,2013,2, Goat/Sheep, Disease,,Satellite camp,2,,0
6001,5,0,1,2012,11, Goat/Sheep, Disease,,Satellite camp,3,,0
6001,6,0,1,2015,6, Goat/Sheep, Disease,,Satellite camp,1,,0
6001,6,0,2,2015,8, Goat/Sheep, Disease,,Base camp,3,,3
6001,7,,3,2020,7,Goat,Premature birth,,,4,3,
6001,7,,1,2019,1,Goat,Just lost,,,4,3,
6001,7,,2,2020,5,Goat, Disease,,,4,3,
6001,7,,1,2020,11, Sheep, Disease,,,1,1,
6002,1,,2,2008,12, Goat/Sheep,Starvation/Drought,,Satellite camp,200,,150
6002,1,,1,2008,11,Cattle,Starvation/Drought,,Satellite camp,20,,15
6002,2,,3,2010,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
6002,2,,2,2010,1, Goat/Sheep, Rain,,Satellite camp,4,,4
6002,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
6002,3,0,1,2010,11,Camel,Starvation/Drought,,Satellite camp,7,,3
6002,3,0,2,.a,.a, Goat/Sheep, Disease,,Satellite camp,9,,5
6002,4,0,1,2011,12, Goat/Sheep,Starvation/Drought,,Base camp,15,,10
6002,4,0,2,2012,1, Goat/Sheep, Disease,,Satellite camp,8,,2
6002,4,0,3,2012,2, Goat/Sheep,Predation,,Satellite camp,2,,0
6002,5,0,2,2013,6, Goat/Sheep,Predation,,Satellite camp,5,,2
6002,5,0,1,2013,2, Goat/Sheep, Disease,,Satellite camp,2,,1
6002,6,0,1,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
6002,7,,1,2020,8,Goat, Disease,,,2,1,
6004,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,2,,2
6004,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,4
6004,1,,1,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,7
6004,1,,4,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,9
6004,2,,2,2010,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
6004,2,,1,2010,7, Goat/Sheep, Disease,,Satellite camp,4,,4
6004,3,0,2,2010,12,Cattle,Starvation/Drought,,Satellite camp,5,,2
6004,3,0,1,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,55,,20
6004,4,0,1,2012,8,Cattle, Disease,,Satellite camp,2,,1
6004,4,0,4,2012,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
6004,4,0,2,2012,7,Cattle,Starvation/Drought,,Base camp,1,,1
6004,4,0,3,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
6004,5,0,1,2013,6,Cattle, Disease,,Satellite camp,1,,0
